27495;20492;15309;18154;10276;29620;7805;9255;13768;15094
22377;12168;19062;19645;21988;12005;6453;16960;30554;20172
3561;17191;17120;16329;1410;11503;783;14564;22131;18831
12819;876;15717;22876;27647;29683;557;29738;23395;29850
26876;1460;21537;1167;17366;26942;4220;20691;14406;26744
17522;19009;3407;8614;31564;23756;5541;6398;29555;11272
2590;31057;27781;30956;26723;18414;7080;5334;10731;4036
14879;1487;26410;18374;25115;16400;15109;30868;11731;6342
31370;25943;19670;22035;5342;15340;928;85;12150;4166
18796;22698;21130;9997;30794;6324;14791;21387;17265;24473
7493;27849;26582;28750;1720;7669;19198;9494;1770;5639
31760;15429;24425;23205;19246;25162;29820;16963;27397;7404
7004;22926;20643;31700;6305;14347;17801;12876;25339;2043
24578;32326;32290;17795;21939;160;528;30985;23666;27302
8813;28897;3420;9433;19019;15913;32289;21231;8211;30961
1187;22810;1471;4000;22720;18061;26954;9618;2155;18749
31077;17670;29186;3812;4716;26680;14555;14156;30616;7626
26657;15306;11382;19560;14302;28680;664;22956;10328;8
12170;14399;26529;3942;32519;8514;13674;24030;30061;31980
14616;5389;30319;15988;32282;9084;17418;14129;2681;18650
27066;9472;17328;14217;26605;32742;5567;28509;13240;19190
4219;13728;24265;27765;28456;20057;31645;20797;15945;23245
4595;24415;5047;327;14208;31756;3313;16917;8420;10422
1971;7635;16093;31602;18634;28908;15290;30369;1318;10333
27923;975;305;13244;3512;5595;14943;22649;21479;13912
20230;19045;14274;564;6257;11632;32255;22935;11056;25783
23266;18190;12721;21182;16744;25065;21781;28409;12998;12258
10300;21650;8721;18943;18722;11878;16447;18617;11375;9297
17486;15197;18249;11691;963;11955;2925;27922;28502;1758
27006;31082;18412;12419;19868;14371;8133;27949;19001;11450
31735;16112;25896;24963;10779;14157;15095;19877;7750;11606
27775;23654;27963;7954;2745;31145;14046;16931;29908;18356
5356;1958;23684;25143;25066;5979;25756;21130;27739;1542
3551;6455;27190;19221;26131;28856;16535;14722;11608;11650
29621;32763;26040;24386;21268;29761;255;5990;13820;11726
8397;30943;23593;13242;7401;29989;18116;16863;17368;23164
7570;26940;2479;6007;29804;3991;6437;22458;1263;4710
31468;24067;12404;4336;18242;16236;24130;8624;5571;25578
2563;30458;8065;28698;5749;14049;18262;31805;14434;2647
31865;15488;3538;10134;11088;32386;13695;23487;12421;8208
31369;22465;604;25395;26731;17533;1092;17260;23342;25128
14508;12350;24541;14064;17687;20717;31032;4322;31859;13702
7340;24331;25510;6431;31619;9693;25707;6496;27737;4821
8796;1858;2255;29531;9807;13591;21379;4842;21478;26059
31295;17520;23906;16745;2160;6904;10680;29408;7642;5510
24807;21256;32139;16962;4744;17632;2317;7385;10919;10010
31712;11297;10449;32473;31527;8956;19822;16313;19874;2174
12626;21776;20444;11090;31630;20595;30886;25689;10636;24956
451;27797;7515;31435;2277;19014;26183;18507;15577;6482
30637;23222;27390;13034;16909;11356;251;30827;25185;25376
22193;17794;23469;29635;21615;19860;3800;2661;18789;26717
25786;23624;1628;4567;24182;18136;4260;8541;10;24552
333;31760;18724;23359;25754;18042;12344;26963;11698;22897
21455;29524;4761;32318;22050;22636;25695;13823;5863;4166
14231;4170;16235;22221;28939;21779;21729;17718;2734;1488
17657;31808;9426;31194;8373;17338;14235;6679;31097;17222
30900;32726;5217;14430;18752;31482;26582;19860;16404;17243
5988;30494;9251;22889;25030;30865;27449;23059;13635;30701
4333;18919;24126;16858;22993;7034;1032;9009;22251;29962
26616;31678;15721;31074;6846;28229;26256;6142;7156;20930
3062;10352;6134;18421;5105;21762;14324;7454;591;6301
14405;21766;24903;21481;14590;2366;14000;15798;31940;31915
22897;12955;2526;2115;15161;10204;24974;17681;31344;17809
16802;6015;20589;27653;9286;32724;12265;10333;29212;21500
10163;23674;6799;18056;23974;7712;1636;24309;13785;4439
6289;18225;31253;16913;12627;4699;5516;16654;26491;24778
14535;2045;27656;1362;31201;26852;19451;4034;17651;3265
1127;24753;12495;17778;7368;10875;3057;14034;15253;902
13746;6949;26905;28106;6079;9910;29822;30608;21450;20158
12075;22905;31103;30600;29264;13763;22714;19923;8894;23752
17399;20344;9981;15047;22282;18252;920;21223;5648;16456
4540;27513;30885;13287;1025;20350;13655;30672;11656;18793
24923;11957;16198;15142;14463;16507;28575;30554;8544;7579
16439;16365;16861;20936;22021;3526;14283;10706;6057;1493
18922;28874;1535;16215;9496;2151;756;16213;31173;24744
31384;19822;3495;4795;8821;1495;5551;8990;17184;19616
27707;12036;16397;1593;30605;2298;20903;14644;21628;2250
9632;32076;6505;4767;22918;23463;17781;6507;920;1112
12273;8326;15831;32040;3095;152;26464;11670;21751;29624
4088;27676;13747;11477;16873;28852;16879;32341;7693;20635
4740;21501;32296;26453;6772;1041;4474;20721;18467;15292
10133;22926;18116;2737;7533;1566;29713;21011;8366;6762
24127;6803;15698;16471;24113;5592;26994;13415;8684;20259
860;7042;15179;20275;30183;26103;1779;14182;30467;25534
32650;6178;5268;28160;20772;1651;897;18904;16638;13557
25863;10332;15727;5109;30292;26583;10779;15571;24145;31321
15466;11434;3519;5490;31801;4659;25989;3898;15567;13031
5960;3220;8722;11108;29757;25780;1530;3858;7739;24031
21063;11014;20245;10098;8815;28711;10790;13606;16859;18575
19501;24466;23122;23604;3420;28146;26294;2247;10667;27942
15854;4316;17266;30718;18979;17996;29751;21684;16431;13271
24516;3002;27474;2574;32125;23478;24871;21361;3057;11980
12759;13268;25263;29979;26765;14087;5723;2186;28714;29365
8961;32196;12345;32653;4264;1665;30245;3488;17963;18696
32425;6154;32324;20721;13193;31701;4842;32048;29056;30234
4829;3919;27257;19817;21887;16379;30722;10859;229;31938
29181;25542;13870;13083;23960;16705;22547;19623;2176;31273
8128;16566;25682;29427;29666;24333;13907;32290;13826;14311
28512;9324;31249;17721;16424;14360;23620;14650;15768;14250
26914;5667;10647;17346;19419;29491;13300;11330;14043;4855
18332;22703;15007;11976;14353;4058;32455;7061;25367;25279
4461;11235;6833;16045;16566;29457;27467;27303;12966;19937
4665;29707;12089;21556;14432;20081;20655;6165;17715;10966
3623;22009;24034;18938;21615;31301;25805;19974;8475;8209
3391;20338;21460;27948;22361;14630;10739;28512;2124;12255
6223;24311;29388;2261;30546;27261;9153;5019;13651;28616
18239;15174;799;17974;22968;17105;11993;32310;31088;8384
8453;14858;27698;15876;12255;971;11586;7199;15601;17581
6034;9864;20708;16772;56;13137;10647;16519;21792;30471
28270;15444;5118;28634;32493;18485;11655;3069;3973;2466
10465;3920;2221;27399;7000;31805;23605;27591;18514;991
17623;12672;32133;16746;9232;16017;32615;17607;29230;29145
6630;12414;29865;13250;10586;28377;11958;29822;12216;16967
16410;24465;18952;13566;9788;26768;6681;11236;4991;5416
30835;8368;20686;10337;653;18252;23929;4900;22848;8830
16703;19964;9084;19400;17580;25;10554;29325;933;6042
6833;22132;3649;14092;22477;16658;3034;7213;19421;17091
5220;25590;12684;14040;13310;20441;21266;21240;19655;28744
6827;17856;19187;22646;1864;10413;24350;16225;22917;18748
13023;12816;3292;3407;19361;15129;28952;30419;4014;9063
30732;2720;8589;12346;2948;7840;1422;623;32636;21300
17827;31490;29840;15315;1905;18641;16052;31477;18599;931
9253;21807;13711;30824;2208;32671;19939;2755;22737;11658
19425;20421;18958;8516;417;17916;16965;17488;8359;20140
31795;2761;8117;19548;15319;9728;13026;2708;10023;19047
2544;21222;5889;3246;18651;21291;29796;6699;28334;14607
30176;20607;7834;9936;20811;30839;32585;25922;13750;10288
9328;30487;8607;4223;13988;29021;26985;14735;19822;15688
521;29388;12193;10034;25601;31232;28139;24288;6802;7612
2987;19719;21293;24314;10754;25102;300;22016;26925;16918
27071;24200;29714;29240;11305;20253;27160;27405;6700;16328
6972;13428;29889;9196;19042;28303;24845;15215;27112;27663
10641;7962;1665;16818;8097;27715;21569;28425;12567;21417
4596;1151;1608;3999;14004;27287;15415;1389;7611;11893
3849;5619;9333;30624;2233;24975;28377;2822;2061;833
17914;32577;13257;1805;17625;1560;11810;8097;18302;28489
7285;24376;20551;18566;22329;30654;22399;16061;22067;17973
14642;9372;11496;11607;13632;16981;11096;893;13745;21150
30441;6079;20296;20732;12194;4701;12379;32066;30105;13406
29154;14420;25263;14966;32461;7729;19578;26413;1435;305
25219;30782;10280;10891;31922;2877;24006;1049;11782;13693
15248;3936;28553;21297;5883;19915;30596;20945;13998;32311
4335;31168;1428;21428;1835;31531;31791;2442;31220;16948
13359;30843;11665;22096;23107;4424;11085;18669;29231;24695
17963;30553;8479;32594;22486;9183;29242;5683;18903;10803
18811;21503;16138;21264;30908;32497;29011;2847;11028;665
6029;283;6755;7972;26563;28467;17195;7645;2467;5039
2722;12020;3375;7383;2821;21630;14774;3088;31278;32446
18691;21577;24169;15779;25300;14229;1412;11153;27790;10265
29221;30053;302;12329;13152;9139;9603;9646;23177;2385
3227;11467;839;31514;123;19904;8682;13548;17170;8718
3071;4083;31600;23772;28449;28202;820;12953;10770;32542
10307;25571;15370;16886;14016;28583;15950;26800;24376;12426
7173;173;19740;27016;31815;1136;373;1499;4728;15011
17875;4127;18644;1626;19334;9395;31050;3228;19217;25442
10382;21280;14300;9283;30570;15444;23593;29661;15957;1187
29001;6799;1862;9464;2064;13104;22986;15998;21894;5362
3413;29611;14303;5260;5589;21116;1966;24728;32397;13314
2389;32057;1825;13597;4800;8962;5869;11400;14675;1299
31387;16917;7200;17029;8181;2874;7774;1801;17399;20685
9750;7883;18217;25100;13088;413;7212;6368;25166;6481
1170;29539;12519;18278;4083;26271;5207;28136;4412;20121
14884;32657;32331;8078;1060;23348;28089;15484;5358;30300
9975;5860;142;6960;30877;31694;30077;15769;18686;12815
29136;11175;5376;19911;22703;7473;20779;23853;31753;26300
24831;21135;28294;21406;6283;20372;12733;27492;31803;13765
5288;9840;13042;8267;22100;21991;24152;11002;24797;17098
19830;10895;12442;18530;15744;14902;15253;28130;7409;16976
27966;17224;1245;23666;2656;1412;23683;14513;4435;19932
23331;26653;27252;20623;23567;12427;31954;28344;14595;19864
31530;8054;7865;17130;32022;29770;4025;9145;14465;15552
2415;29582;28510;3410;32639;1099;26009;11657;8541;30060
29518;12645;7704;14476;1850;16895;23158;16171;11631;22893
19782;13742;28235;30182;30194;28583;6570;2086;8532;26967
21083;8468;28874;626;28113;8867;22413;22049;31771;30710
574;21581;3095;6343;23746;27;32738;23561;10832;30643
1426;24012;25544;10566;2088;31842;20551;22863;11456;12480
3064;24089;12299;17958;28973;13441;14335;13571;6062;20989
28109;9491;24144;22493;29716;23242;13002;3025;3412;5109
3013;14764;1701;6047;18738;25191;15017;32049;28384;23657
16575;28382;27982;18693;7289;27454;27838;837;337;19001
20106;27622;32407;2343;22715;13987;10158;8757;16344;7351
3192;29451;764;6301;5647;30380;20011;3866;7094;22173
22246;2429;17423;5961;26365;25894;1678;25508;2469;7237
24877;15375;3786;3044;5729;3196;22695;23336;1869;28114
10131;26579;32310;5779;22558;23566;32056;16060;18268;20838
25911;31468;20865;9492;2328;21193;7854;24961;304;5791
12811;24841;21244;14411;28438;3583;16659;11096;2363;25586
22362;4199;4516;5679;1911;12244;5970;32647;27016;1942
3437;16211;29972;28775;27608;10165;17985;7718;15881;24864
17224;32633;5144;26394;13863;16566;2581;16960;11926;30212
22943;9099;16443;12477;10674;17619;28961;1047;4289;12945
27751;15620;32005;25321;19765;20822;30484;15848;5620;18983
29365;31498;10175;11640;8691;30719;19988;11032;32368;27822
13008;4296;31996;8315;20058;18844;8038;1221;10270;27812
22674;22707;31549;7884;30412;14897;4994;19457;2140;18485
30361;31637;28251;14919;11643;17381;4549;4416;16941;8505
28367;17746;17834;13291;27258;5448;29214;10700;9832;23311
15700;22211;18158;2422;28530;16567;24428;14130;4580;8879
30937;23333;19094;11064;26274;7648;30566;31240;23989;25702
7641;8416;472;30770;780;11191;23872;28796;32750;29716
30303;16569;26029;17340;30717;4193;1646;2701;8074;16372
13889;11178;26035;16191;22612;9688;5427;6364;19559;6952
17388;22264;20607;31703;25142;9560;10975;22642;21623;21662
12340;7997;19188;8905;31248;18646;19430;27900;24985;14358
9169;11904;4739;20792;12305;28939;19003;3133;14261;4675
5989;1678;18065;638;11657;22500;16015;24780;8457;11877
4934;6199;8023;30224;25550;25161;30564;3930;26322;21199
1628;22809;23782;20701;23696;4514;32027;8466;11956;21294
4049;25885;26442;12163;11213;13440;27742;11984;18828;12948
28020;13784;8406;17870;19903;5970;1174;21568;32403;21648
12520;10595;24093;20832;16244;26899;28242;32560;13819;13275
30757;17269;25391;24691;28413;7501;32200;28295;10342;20066
14804;5818;15366;2834;18510;7147;8148;30158;29939;16823
21636;27072;22097;3135;13893;22705;17441;11563;17839;16425
2006;16879;31991;31192;31606;18252;1382;27444;2729;26138
24841;22628;18960;32070;23721;24157;6359;3351;24061;22603
142;26549;25119;13362;18228;19179;16445;31445;26517;18220
1169;3799;25559;6100;30611;26400;9807;20657;9581;18562
25753;1218;31151;17052;14567;19006;17220;29695;26009;16344
13477;22928;30478;30530;13388;11566;14266;26864;4460;6036
10873;21790;28895;14720;32547;13844;1631;20501;13665;10153
28154;30845;25023;26630;14784;22228;18690;21932;1983;9281
17851;3769;13361;26726;11292;5478;31731;25083;8203;7637
9017;25269;4469;26890;29825;8813;21221;20791;11205;19838
32341;27452;8693;21103;7236;24942;19620;13010;16648;27543
26114;23403;5222;2111;20746;18325;30560;23338;3580;29666
15438;21794;21262;25602;9520;2295;7518;16358;7235;20931
20012;19492;23250;11890;10310;16798;29263;30338;16835;18527
27554;19464;15860;6597;28865;28404;25496;3557;13441;21909
25423;6187;3244;11872;25170;30529;29267;12013;7520;7218
23653;21570;14332;3280;10369;30804;3029;17747;1545;24779
3206;23874;6008;11014;4991;29591;15861;14687;10307;9758
17192;1456;6357;6174;21836;32022;30316;19515;2437;18676
19054;21915;22644;10555;6044;9288;18697;17385;31626;28885
15769;3536;1107;2885;5937;12441;3722;4392;9001;4616
16244;20231;1788;24706;28532;20738;7767;18636;6342;26296
32623;14613;7792;7783;6552;21815;32630;31572;8724;58
19022;27502;17192;7961;25747;16430;16757;30921;31486;11969
2950;22392;11665;7017;26534;20243;19477;13345;13300;19722
14023;7808;27833;21847;14159;15583;27896;4285;26097;20158
7495;4173;28423;28772;1246;27183;19631;15814;28910;5023
18625;7338;9780;7222;23300;29196;20685;11883;14241;18113
9804;31065;8663;8026;28170;26563;22257;2891;25533;18517
9589;12109;10316;19244;1183;20224;13538;30873;16397;6613
1090;1314;3004;16171;26202;9930;5171;3512;12826;20371
24318;8747;18822;28992;3934;26895;9226;11871;25407;30707
21262;7303;31850;456;13515;31711;18940;27274;18781;2015
9751;15907;24089;17755;31703;3724;800;29117;2440;32053
32564;30610;4886;29607;13771;3144;6340;20328;13154;23349
26145;1310;21524;25052;3385;32504;14443;24940;8712;14922
31862;2442;18996;26743;25884;16464;29947;5908;30639;11158
20329;9034;12229;24432;18639;31868;18243;22007;15218;31274
17594;5197;3456;18710;17399;8411;24136;13221;11477;11997
5033;18823;19542;8993;23499;10906;1010;22027;30478;30988
815;14045;24128;14017;16242;13365;6419;4596;7701;3544
22734;25888;1209;29613;11074;28193;17374;5645;23040;150
4017;2874;18889;14219;31524;11820;28230;27221;10564;23188
9721;26812;10440;10779;4724;16992;11749;5866;16585;7509
7786;10096;13889;24593;9224;1887;13649;12936;14577;12792
20169;6805;25254;4489;4943;14236;3849;14388;30988;24942
18362;5617;18853;11884;12192;20438;11373;9456;32454;7319
8409;7144;28777;19017;32052;3780;22351;20843;17811;26771
19546;6438;28428;2664;11100;20692;25379;4355;21037;704
22405;7597;22011;17452;19961;9828;8930;9881;20627;4408
14780;20034;15914;7925;59;20970;15117;26882;22325;18391
6642;30345;27454;9247;20783;11480;29564;19490;20525;7944
21175;856;18713;220;20144;5453;17116;16619;20916;24809
1870;3586;27248;10485;16806;19396;32263;19931;24886;14995
24674;21677;5205;22196;18120;24425;28572;12973;18606;31356
5461;20722;25296;25476;28976;16577;12416;11610;23608;587
20286;25936;15622;30228;8330;7607;30772;23452;24054;421
17685;9023;13183;22005;15011;5978;21533;2958;10425;8367
15513;18153;4483;10763;6303;205;22322;26406;32276;9309
29172;714;29353;20053;16931;30775;28593;4497;21180;7111
22576;25807;8212;5838;5428;7605;14022;23236;19560;7446
16112;20390;25830;4209;18335;16793;20045;27834;26247;20945
15891;1629;32760;28337;22301;27265;19213;5939;28557;23945
26151;28043;26844;8929;3993;23815;20008;29175;22181;22330
11471;15495;22696;27737;23356;10780;24209;17125;8705;27860
28311;12938;31526;21347;9772;1608;23489;15450;28716;10704
15303;20138;27483;17969;20514;7011;5390;4531;11012;3266
3112;22275;13946;18027;72;30609;15684;23283;8513;27959
30180;31393;8907;3867;17397;32630;10360;7638;9150;31338
11753;23254;29703;9721;16193;12032;4651;25054;5594;9370
31855;7199;27959;14441;28306;19273;9274;17942;11430;24061
32407;5079;28702;17323;6793;16715;11047;29342;28356;7589
5692;3897;25770;10508;15348;6272;25281;17730;30495;15834
23397;22916;5906;16916;13242;28082;7743;4010;5861;176
20233;25154;2428;7692;31446;10618;20794;30433;18277;2275
1272;507;24162;6477;22744;26427;15159;20294;31428;14909
2854;10973;4887;18489;21396;5292;15769;32039;21160;3093
3761;9255;19989;2763;30934;1823;17460;16788;9799;12710
13142;4686;6908;23329;27480;27440;13020;15403;7544;26451
20528;21307;7782;22641;20056;23680;3743;7660;3260;272
23798;27922;9734;322;22387;28319;10127;24152;15969;21891
23830;18274;3491;21222;1208;19807;28743;2922;32540;8868
4702;29104;20463;27010;17674;10781;656;22051;10456;23518
18188;10165;21072;4905;23372;15562;7371;6342;5261;18175
8069;25295;7441;25052;30963;692;14868;4348;25687;13441
11778;26990;19857;29540;2791;27226;22328;14186;2343;18664
1769;16521;13935;13149;3039;4835;4331;20360;21444;2121
25274;30812;25031;6910;29087;32478;7151;19902;22265;29250
687;21759;5109;13136;1722;25975;13826;22285;28952;19422
8069;7320;4474;12789;18638;31314;9931;13511;3403;1601
13831;12335;22780;15799;17232;25498;18983;28718;8511;21518
6989;20855;19064;3948;26972;30484;31105;13554;10790;17634
29396;26371;26386;3323;13618;2603;4114;26330;1083;30046
31445;448;316;30592;25149;30295;17992;22059;31251;23445
14218;10668;27386;8932;32473;14926;19105;32640;25997;17116
25661;23840;145;15457;25911;10712;25274;5938;16929;30526
18775;1326;26607;14028;30474;14661;3428;5509;12502;16439
14538;15067;4472;22174;19942;28369;9979;24623;14379;27485
3719;25661;1326;23824;634;13182;858;22264;3769;6930
14565;15814;24393;18625;18178;28204;23833;17541;3417;8841
3362;9032;8628;23496;26034;22254;28667;20869;3589;16278
5730;11634;15382;25117;20961;5626;9396;26596;3813;19492
12760;19412;29253;24761;29494;22687;28279;17577;32018;23624
14596;14507;10581;13541;13369;24612;28384;6820;8479;31562
17184;19212;11694;3209;14819;31109;13118;27942;22378;10523
14654;5410;18623;21375;4136;6753;30281;334;6324;11019
9373;14230;2893;1843;6039;24215;21441;15798;27562;1478
21820;12390;6516;10520;10871;9064;22421;23420;13869;23515
20162;31401;6095;4538;21525;20507;22648;14596;7591;17240
25635;26138;9569;376;8988;20840;11791;15844;18356;15943
7862;28766;9273;18722;10280;13378;7461;24792;26837;11531
2966;28514;740;5144;9214;30134;22659;21425;13596;7915
25211;21317;21291;3741;21767;22773;17241;28307;1766;9303
15226;32671;20143;9843;18942;12742;19045;31506;31264;1953
17739;1849;2145;18691;12281;24816;15157;18653;24240;25671
13308;16990;491;6555;19507;4446;3382;20758;21228;18940
67;6005;15995;29574;17979;26638;9843;27290;8018;16401
6609;11915;18590;30478;9590;7686;22057;183;7899;26358
29509;31720;1792;11684;32031;13028;6565;12067;11159;28898
23741;25323;15439;20680;17440;24516;21506;26934;15744;2022
2584;31174;14494;16478;21111;32146;32701;14259;14747;18167
29783;32714;9961;2201;1040;32519;6464;28583;27112;31925
4562;13153;4020;19624;8498;15831;9167;24096;19117;20979
14093;12785;12766;21177;30448;31713;18045;4046;22559;29522
25208;15159;17683;5921;3653;27748;9492;26829;24438;21613
20324;25308;9614;1947;16058;11898;22803;42;6385;23652
228;15949;24322;9476;461;10611;22832;29661;3161;5833
4994;16938;7399;6400;32374;1218;16896;32080;2036;12607
7400;6589;16513;7775;20595;20633;24757;17323;21018;27978
17135;7254;20814;15949;9543;12647;10509;4219;18372;3867
4018;28555;15056;10628;30993;20441;29160;29815;24259;1381
28312;12965;25279;11295;6055;16392;42;25954;4239;23425
15985;3774;9519;13247;6804;22010;7620;15202;6853;20057
3862;2144;16433;27421;31471;17064;19230;842;21713;26118
1334;17068;16104;23367;1570;11291;4926;11421;9819;4350
3374;22853;5181;8718;10011;3174;16222;32093;98;15165
3613;23958;24460;28279;4478;20102;9417;15070;11061;2779
16538;11576;23040;26412;717;11628;8250;28218;21934;7399
14510;4726;14716;13374;3497;6339;5146;25621;9811;8316
10503;15679;32318;27833;19856;9255;31552;21198;11588;21358
30078;29205;12969;29141;1482;6382;26669;16222;3631;31491
25951;7598;12489;7377;7263;30646;10458;6244;7059;19602
14875;8033;6044;25009;10832;24138;20873;24631;31007;9470
11594;24991;18978;30847;3175;12197;13627;29176;16626;15203
28968;3839;11450;4026;3159;22295;24769;17139;10235;31353
20720;11174;26975;19988;28682;23771;5498;18642;18399;11632
2757;26141;25026;20155;3401;4514;4924;13935;6396;84
770;24516;11853;6836;31269;10194;19710;23632;21897;18750
4402;19594;11160;15129;9927;29851;31287;30469;1765;30424
28921;27290;13271;11059;11155;6152;26394;25860;28817;10749
26036;17930;18503;32457;28359;17068;9;28352;30822;15237
28063;20959;11943;20512;1779;2227;26874;20224;8717;3191
2489;26340;28993;19069;31744;32073;4007;20175;17342;20015
12748;533;21516;14624;20135;32441;8126;24431;21711;16714
6200;30654;16363;14366;3716;31426;8809;30268;10913;3403
30579;3448;27933;19326;20766;21472;28390;22885;14053;6231
21341;23723;18519;2688;8364;17312;30732;23006;29273;32131
29405;20537;14876;2049;1876;27459;750;30201;8546;14715
27235;21378;11856;32338;17465;2863;31992;24972;7217;12434
28213;11754;2589;21502;2456;25350;3131;17297;19037;7806
23489;23922;14493;8276;28601;22360;8901;28309;8719;8012
2886;23609;10985;14767;7822;30539;26166;16510;17720;8778
6026;26581;9855;23758;8233;11186;12025;32622;23394;2812
28546;28386;5406;29636;26741;2661;20152;17610;5411;22877
17935;2115;19325;15422;29402;19417;17428;9388;28220;14836
24132;6368;30873;22584;29867;1612;4519;3919;21984;10114
22216;24552;13666;338;7063;26879;10447;15154;28864;9055
1367;22244;3350;30310;12655;2898;19679;2569;16074;18109
15218;31255;24709;7190;23301;20162;4514;8108;7872;24155
32695;30472;19222;31837;3559;8213;12372;6573;1042;13189
29562;14880;15945;9839;22859;25406;28805;20285;18336;26694
21144;12741;28929;14194;18531;22198;24182;3195;23114;12854
19355;11360;4581;24009;2291;3684;3832;10613;22654;5717
26790;18468;30862;17428;12001;6985;20694;31826;8229;25030
30148;20120;26470;19982;30225;23690;30279;18310;9878;18028
20364;23346;24673;16613;21970;8077;25864;14339;29309;4024
23869;9088;10483;8663;9635;28740;27144;7353;24032;9002
15288;28855;28148;6407;2332;6110;30153;2025;11927;16720
23306;9628;5713;19431;26937;6003;30950;21532;14332;3908
5727;22823;19384;14773;31585;15720;9313;25014;9892;9734
11921;27983;8871;32214;19159;6044;26530;8062;24401;3094
6589;27354;10109;18195;30591;18846;13900;24465;3209;26429
24184;7727;31876;8202;29976;1404;31320;27549;8818;12148
16286;18041;13584;9288;6233;24300;11030;3678;22240;2358
26066;28569;17439;16109;15253;15322;24575;11679;23489;31943
1571;6330;14628;25291;19157;4777;28292;26461;9280;20800
20859;25734;13279;8538;10118;17821;17461;15808;12632;13654
20159;3405;116;27899;7719;3152;19194;2296;24762;25906
12737;1693;16156;31833;11431;20256;19258;29515;4389;29665
23425;26391;26407;32754;9806;28145;26;727;12709;6172
1094;14474;27429;30733;27230;29379;31803;30157;3413;10101
11927;29087;21620;18588;29916;31203;8618;18742;27548;6202
31267;29583;26243;31211;7451;29890;24018;30597;31989;16765
20495;16326;20103;14340;27643;10684;8889;9081;5829;29226
15950;1114;8829;26669;9217;16971;18635;19743;1236;11030
15841;27580;2725;25328;28590;10883;12546;10750;17749;7519
8254;6935;29405;23175;16068;18380;13610;5795;27820;21925
2604;19504;7564;174;14678;29221;17553;10034;16466;1495
18126;17095;30707;27674;26579;29322;1387;28073;25730;31404
27582;21192;12318;23854;20854;25127;1957;28648;20121;18186
20320;5072;22232;8871;28344;29049;5129;19663;7755;24282
17623;2001;23615;21073;29624;11164;31446;1768;6688;3107
32067;13782;1013;7942;14013;2377;1858;9326;24529;11362
25647;22328;5628;7297;24881;26711;31097;8132;30590;18803
23896;1226;9156;2774;15824;4029;12058;20617;28886;14479
1079;8890;17646;7811;25825;7521;578;21744;5033;17188
497;27970;17878;30583;20393;25153;29087;25607;2424;18582
19613;19801;29151;26762;3711;6830;26665;9490;19456;5419
